허브,고객주문번호,BOX수량,CBM,우편번호,배송지ID,주소,상세주소,위도,경도,행정구역,운영단위명
1160,2013046595-50,1,0.014,22341,7878155,인천광역시 중구 서해대로140번길 49,CJ 인천 2공장 FEED R&D 분석팀 2층 (정문에서 우측 흰색 건물 2층으로 갖다주세요 냉동상품은 경비실에 맡기지마세요),37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2013046595-520,1,0.014,22341,7878155,인천광역시 중구 서해대로140번길 49,CJ 인천 2공장 FEED R&D 분석팀 2층 (정문에서 우측 흰색 건물 2층으로 갖다주세요 냉동상품은 경비실에 맡기지마세요),37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2013046595-140,1,0.014,22341,7878155,인천광역시 중구 서해대로140번길 49,CJ 인천 2공장 FEED R&D 분석팀 2층 (정문에서 우측 흰색 건물 2층으로 갖다주세요 냉동상품은 경비실에 맡기지마세요),37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2013046595-340,1,0.014,22341,7878155,인천광역시 중구 서해대로140번길 49,CJ 인천 2공장 FEED R&D 분석팀 2층 (정문에서 우측 흰색 건물 2층으로 갖다주세요 냉동상품은 경비실에 맡기지마세요),37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2013046595-370,1,0.014,22341,7878155,인천광역시 중구 서해대로140번길 49,CJ 인천 2공장 FEED R&D 분석팀 2층 (정문에서 우측 흰색 건물 2층으로 갖다주세요 냉동상품은 경비실에 맡기지마세요),37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2012968183-120,1,0.064,22341,8461436,인천광역시 중구 서해대로140번길 49,CJ제일제당 인천2)참기름 생산팀,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013014535-510,1,0.014,22341,6206017,인천광역시 중구 서해대로140번길 49,제품파트,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013014535-220,1,0.033,22341,6206017,인천광역시 중구 서해대로140번길 49,제품파트,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013014535-410,0.5,0.017,22341,6206017,인천광역시 중구 서해대로140번길 49,제품파트,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013014535-340,0.5,0.017,22341,6206017,인천광역시 중구 서해대로140번길 49,제품파트,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013014535-60,1,0.004,22341,6206017,인천광역시 중구 서해대로140번길 49,제품파트,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013014535-130,1,0.033,22341,6206017,인천광역시 중구 서해대로140번길 49,제품파트,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013014535-80,1,0.033,22341,6206017,인천광역시 중구 서해대로140번길 49,제품파트,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013014535-370,0.5,0.017,22341,6206017,인천광역시 중구 서해대로140번길 49,제품파트,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013014535-320,1,0.111,22341,6206017,인천광역시 중구 서해대로140번길 49,제품파트,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013014535-420,0.5,0.017,22341,6206017,인천광역시 중구 서해대로140번길 49,제품파트,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013055617-110,1,0.004,22341,7108130,인천광역시 중구 서해대로140번길 49,씨제이생물자원,37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2013050906-10,0.5,0.002,22341,7989806,인천광역시 중구 서해대로140번길 49,인천2)공무팀,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013006324-10,1,0.111,22341,7989806,인천광역시 중구 서해대로140번길 49,인천2)공무팀,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013069993-10,0.5,0.007,22341,7989806,인천광역시 중구 서해대로140번길 49,인천2)공무팀,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013020750-10,1,0.014,22341,7989806,인천광역시 중구 서해대로140번길 49,인천2)공무팀,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013019030-10,1,0.014,22341,7989806,인천광역시 중구 서해대로140번길 49,인천2)공무팀,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013046906-10,1,0.014,22341,7989806,인천광역시 중구 서해대로140번길 49,인천2)공무팀,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013050904-10,1,0.014,22341,7989806,인천광역시 중구 서해대로140번길 49,인천2)공무팀,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013006327-10,2,0.128,22341,7989806,인천광역시 중구 서해대로140번길 49,인천2)공무팀,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013006319-10,1,0.004,22341,7989806,인천광역시 중구 서해대로140번길 49,인천2)공무팀,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013069989-10,0.5,0.007,22341,7989806,인천광역시 중구 서해대로140번길 49,인천2)공무팀,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013046907-10,0.5,0.002,22341,7989806,인천광역시 중구 서해대로140번길 49,인천2)공무팀,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013042326-210,2,0.222,22341,6671639,인천광역시 중구 서해대로140번길 49,CJ제일제당 인천2공장 사료공장 2층 QC 현장분석실,37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2013042326-200,1,0.176,22341,6671644,인천광역시 중구 서해대로140번길 49,CJ제일제당 인천2공장 사료공장 2층 QC 현장분석실,37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2012985402-240,1,0.176,22341,6341363,인천광역시 중구 서해대로140번길 49,CJ제일제당 인천2공장,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2012985402-300,1,1,22341,6341363,인천광역시 중구 서해대로140번길 49,CJ제일제당 인천2공장,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013042326-220,0.666,0.043,22341,6527185,인천광역시 중구 서해대로140번길 49,연구소동 1층 인천QC팀,37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2013042326-150,1,0.014,22341,6527185,인천광역시 중구 서해대로140번길 49,연구소동 1층 인천QC팀,37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2013042374-10,0.666,0.043,22341,6527185,인천광역시 중구 서해대로140번길 49,연구소동 1층 인천QC팀,37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2013042326-10,0.666,0.043,22341,6527185,인천광역시 중구 서해대로140번길 49,연구소동 1층 인천QC팀,37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2013020680-10,12,0.768,22341,8349963,인천광역시 중구 서해대로140번길 49,본동 인사파트,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013061970-10,1,0.001,22341,6517835,인천광역시 중구 서해대로140번길 49,한국사료)인천생산팀,37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2013014377-270,1,0.064,22341,6517835,인천광역시 중구 서해대로140번길 49,한국사료)인천생산팀,37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2013061970-30,1,0.064,22341,6517835,인천광역시 중구 서해대로140번길 49,한국사료)인천생산팀,37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2013048278-10,1,0.001,22341,6684220,인천광역시 중구 서해대로140번길 49,씨제이생물자원 인천 공무팀,37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2013048284-10,1,0.111,22341,6684220,인천광역시 중구 서해대로140번길 49,씨제이생물자원 인천 공무팀,37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2013048251-10,1,0.014,22341,6684220,인천광역시 중구 서해대로140번길 49,씨제이생물자원 인천 공무팀,37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2013048250-10,1,0.064,22341,6684220,인천광역시 중구 서해대로140번길 49,씨제이생물자원 인천 공무팀,37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2013048279-10,1,0.033,22341,6684220,인천광역시 중구 서해대로140번길 49,씨제이생물자원 인천 공무팀,37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2013048257-10,1,0.033,22341,6684220,인천광역시 중구 서해대로140번길 49,씨제이생물자원 인천 공무팀,37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2013048256-10,1,0.014,22341,6684220,인천광역시 중구 서해대로140번길 49,씨제이생물자원 인천 공무팀,37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2013048259-10,1,0.014,22341,6684220,인천광역시 중구 서해대로140번길 49,씨제이생물자원 인천 공무팀,37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2013048272-10,1,0.014,22341,6684220,인천광역시 중구 서해대로140번길 49,씨제이생물자원 인천 공무팀,37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2013048252-10,1,0.014,22341,6684220,인천광역시 중구 서해대로140번길 49,씨제이생물자원 인천 공무팀,37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2012957369-10,1,0.064,22341,8870823,인천광역시 중구 서해대로140번길 49,기술팀 분석실,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013005149-10,1,0.004,22341,8870823,인천광역시 중구 서해대로140번길 49,기술팀 분석실,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013041350-10,1,0.033,22341,6070439,인천광역시 중구 서해대로140번길 49,기술팀 분석실,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013041520-70,1,0.014,22341,6601517,인천광역시 중구 서해대로140번길 49,씨제이 생물자원 인천지원파트,37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2013041520-120,1,0.004,22341,6601517,인천광역시 중구 서해대로140번길 49,씨제이 생물자원 인천지원파트,37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2013072556-10,1,0.001,22341,6601517,인천광역시 중구 서해대로140번길 49,씨제이 생물자원 인천지원파트,37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2013041520-100,1,0.014,22341,6601517,인천광역시 중구 서해대로140번길 49,씨제이 생물자원 인천지원파트,37.43983441,126.6246297,인천 중구,씨제이생물자원주식회사_인천생물자원
1160,2012842450-10,1,0.014,22341,7330458,인천광역시 중구 서해대로140번길 49,CJ 인천2공장 공무환경팀,37.43983441,126.6246297,인천 중구,씨제이제일제당(주)인천2공장
1160,2013063913-10,0.5,0.017,22341,3114161,인천광역시 중구 축항대로290번길 126,씨제이제일제당 인천2공장 공무환경팀,37.43829428,126.619939,인천 중구,씨제이제일제당(주)인천2공장
1160,2013063910-10,1,0.004,22341,3114161,인천광역시 중구 축항대로290번길 126,씨제이제일제당 인천2공장 공무환경팀,37.43829428,126.619939,인천 중구,씨제이제일제당(주)인천2공장
1160,2013063912-10,0.5,0.017,22341,3114161,인천광역시 중구 축항대로290번길 126,씨제이제일제당 인천2공장 공무환경팀,37.43829428,126.619939,인천 중구,씨제이제일제당(주)인천2공장
1160,2013010070-80,1,0.004,22332,8160503,인천광역시 중구 아암대로 20,씨제이제일제당 인천1공장 생산팀 제품파트,37.46047583,126.6371904,인천 중구,씨제이제일제당(주)인천1공장
1160,2013044251-120,1,0.064,22332,8160503,인천광역시 중구 아암대로 20,씨제이제일제당 인천1공장 생산팀 제품파트,37.46047583,126.6371904,인천 중구,씨제이제일제당(주)인천1공장
1160,2013044251-50,1,0.014,22332,8160503,인천광역시 중구 아암대로 20,씨제이제일제당 인천1공장 생산팀 제품파트,37.46047583,126.6371904,인천 중구,씨제이제일제당(주)인천1공장
1160,2012995135-60,1,0.033,22332,6384251,인천광역시 중구 아암대로 20,CJ제일제당 인천1공장 기술팀,37.46047583,126.6371904,인천 중구,씨제이제일제당(주)인천1공장
1160,2013036845-10,1,0.033,22332,6112936,인천광역시 중구 아암대로 20,CJ제일제당인천1공장 영업사무실,37.46047583,126.6371904,인천 중구,씨제이제일제당(주)
1160,2013044143-10,1,0.033,22332,9188836,인천광역시 중구 아암대로 20,CJ제일제당 인천 1공장,37.46047583,126.6371904,인천 중구,씨제이제일제당(주)인천1공장
1160,2013065248-10,1,0.004,22332,9188836,인천광역시 중구 아암대로 20,CJ제일제당 인천 1공장,37.46047583,126.6371904,인천 중구,씨제이제일제당(주)인천1공장
1160,7000830178-40,2,0.066,22332,9188836,인천광역시 중구 아암대로 20,CJ제일제당 인천 1공장,37.46047583,126.6371904,인천 중구,씨제이제일제당(주)인천1공장
1160,2013044152-10,1,0.014,22332,9188836,인천광역시 중구 아암대로 20,CJ제일제당 인천 1공장,37.46047583,126.6371904,인천 중구,씨제이제일제당(주)인천1공장
1160,2013065241-10,1,0.064,22332,9188836,인천광역시 중구 아암대로 20,CJ제일제당 인천 1공장,37.46047583,126.6371904,인천 중구,씨제이제일제당(주)인천1공장
1160,2013034873-50,1,0.001,22332,8487856,인천광역시 중구 아암대로 20,cj제일제당 인천1공장,37.46047583,126.6371904,인천 중구,씨제이제일제당(주)인천1공장
1160,2013034873-40,1,0.033,22332,8487856,인천광역시 중구 아암대로 20,cj제일제당 인천1공장,37.46047583,126.6371904,인천 중구,씨제이제일제당(주)인천1공장
1160,2013034873-70,5,0.165,22332,8487856,인천광역시 중구 아암대로 20,cj제일제당 인천1공장,37.46047583,126.6371904,인천 중구,씨제이제일제당(주)인천1공장
1160,2013075116-10,1,0.014,22332,8814334,인천광역시 중구 아암대로 20,cj제일제당 인천1공장 계전실,37.46047583,126.6371904,인천 중구,씨제이제일제당(주)인천1공장
1160,2013075115-10,1,0.033,22332,8814334,인천광역시 중구 아암대로 20,cj제일제당 인천1공장 계전실,37.46047583,126.6371904,인천 중구,씨제이제일제당(주)인천1공장
1160,2013046046-10,1,0.176,22825,8469634,인천광역시 서구 백범로 680 (가좌동),코오롱인더스트리 인천공장 경영지원U,37.48187074,126.6811303,인천 서구,코오롱인더스트리_인천 MRO
1160,2013025670-10,1,0.033,22825,8077862,인천광역시 서구 백범로 680 (가좌동),코오롱인더스트리 인천공장 기술U,37.48187074,126.6811303,인천 서구,코오롱인더스트리_인천 MRO
1160,2013051020-10,2,0.128,22825,8925552,인천광역시 서구 백범로 680 (가좌동),코오롱인더스트리 인천공장 환경안전U,37.48187074,126.6811303,인천 서구,코오롱인더스트리_인천 MRO
1160,2013010203-20,1,0.004,22825,7249464,인천광역시 서구 열우물로 235,인천광역시 서구 열우물로 221(가좌동 455) 화미제당본사,37.4831917,126.6844842,인천 서구,(주)화미
1160,2013006590-20,1,0.033,22825,7019625,인천광역시 서구 열우물로 235,인천광역시 서구 열우물로 221(가좌동 455) 화미제당본사,37.4831917,126.6844842,인천 서구,(주)화미
1160,2013066957-10,1,0.001,404250,7761820,인천광역시 서구 가좌동 548-1,희성금속(주),37.48204653,126.6756361,인천 서구,엘티메탈 주식회사
1160,2013036424-30,1,0.004,404250,7243525,인천광역시 서구 가좌동 548-1,엘티메탈(주) 지원부문 자재물류팀,37.48204653,126.6756361,인천 서구,엘티메탈 주식회사
1160,2013036424-80,0.5,0.017,404250,7243525,인천광역시 서구 가좌동 548-1,엘티메탈(주) 지원부문 자재물류팀,37.48204653,126.6756361,인천 서구,엘티메탈 주식회사
1160,2013036424-60,0.5,0.017,404250,7243525,인천광역시 서구 가좌동 548-1,엘티메탈(주) 지원부문 자재물류팀,37.48204653,126.6756361,인천 서구,엘티메탈 주식회사
1160,2013036424-70,1,0.004,404250,7243525,인천광역시 서구 가좌동 548-1,엘티메탈(주) 지원부문 자재물류팀,37.48204653,126.6756361,인천 서구,엘티메탈 주식회사
1160,2013051488-20,1,0.033,10408,9192068,경기도 고양시 일산동구 일산로 323,연구동 202호 앞(국립암센터),37.66322719,126.7833977,경기 고양시,국립암센터국제암대학원대학교산학협력단
1160,2013051488-60,1,0.064,10408,9192160,경기도 고양시 일산동구 일산로 323,연구동 202호 앞(국립암센터),37.66322719,126.7833977,경기 고양시,국립암센터국제암대학원대학교산학협력단
1160,2013051488-10,3,0.099,10408,9191846,경기도 고양시 일산동구 일산로 323,연구동 202호 앞(국립암센터),37.66322719,126.7833977,경기 고양시,국립암센터국제암대학원대학교산학협력단
1160,2013018831-10,1,0.001,10408,7639790,경기도 고양시 일산동구 일산로 323,국립암센터국제암대학원대학교 내,37.66322719,126.7833977,경기 고양시,국립암센터국제암대학원대학교산학협력단
1160,2013064943-10,1,0.064,482861,8488980,경기 양주시 은현면 도하리,314-1,37.84055222,127.0114244,경기 양주시,능원금속공업(주)
1160,2012978580-10,3,0.003,482861,8488980,경기 양주시 은현면 도하리,314-1,37.84055222,127.0114244,경기 양주시,능원금속공업(주)
1160,2012981152-20,3,0.192,482861,8488980,경기 양주시 은현면 도하리,314-1,37.84055222,127.0114244,경기 양주시,능원금속공업(주)
1160,7000827837-10,5,0.88,11407,9027931,경기도 양주시 남면 휴암로392번길 315,경기 양주시 남면 휴암로392번길 315,37.88941179,126.9703092,경기 양주시,뉴옵틱스
1160,2013065011-90,0.25,0.001,11300,8468302,경기도 동두천시 승전로 6, 마니커 동두천공장,37.97017554,127.0656145,경기 동두천시,(주) 마니커 동두천지점
1160,2013065011-70,0.25,0.001,11300,8468302,경기도 동두천시 승전로 6, 마니커 동두천공장,37.97017554,127.0656145,경기 동두천시,(주) 마니커 동두천지점
1160,2013065011-80,0.25,0.001,11300,8468302,경기도 동두천시 승전로 6, 마니커 동두천공장,37.97017554,127.0656145,경기 동두천시,(주) 마니커 동두천지점
1160,2013065011-40,1,0.004,11300,8468302,경기도 동두천시 승전로 6, 마니커 동두천공장,37.97017554,127.0656145,경기 동두천시,(주) 마니커 동두천지점
1160,2013065011-60,0.25,0.001,11300,8468302,경기도 동두천시 승전로 6, 마니커 동두천공장,37.97017554,127.0656145,경기 동두천시,(주) 마니커 동두천지점
1160,2013065011-10,1,0.014,11300,8468302,경기도 동두천시 승전로 6, 마니커 동두천공장,37.97017554,127.0656145,경기 동두천시,(주) 마니커 동두천지점
1160,2013012203-50,1,0.014,11300,6680212,경기도 동두천시 승전로 6, 마니커 동두천공장 물류팀,37.97017554,127.0656145,경기 동두천시,(주) 마니커 동두천지점
1160,2013040784-50,3,0.042,11300,7632604,경기도 동두천시 승전로 6, 마니커 동두천공장,37.97017554,127.0656145,경기 동두천시,(주) 마니커 동두천지점
1160,2013040784-30,1,0.064,11300,7632604,경기도 동두천시 승전로 6, 마니커 동두천공장,37.97017554,127.0656145,경기 동두천시,(주) 마니커 동두천지점
1160,2013040784-20,1,0.014,11300,7632604,경기도 동두천시 승전로 6, 마니커 동두천공장,37.97017554,127.0656145,경기 동두천시,(주) 마니커 동두천지점
1160,2013017813-30,1,0.014,21629,8529669,인천광역시 남동구 남동대로369번길 30,(주)대한솔루션 인천공장,37.41772633,126.7041167,인천 남동구,(주)대한솔루션 인천
1160,2012995035-10,1,0.014,21629,8529669,인천광역시 남동구 남동대로369번길 30,(주)대한솔루션 인천공장,37.41772633,126.7041167,인천 남동구,(주)대한솔루션 인천
1160,2013046624-20,1,0.033,21629,8007643,인천광역시 남동구 남동대로369번길 30,(주)대한솔루션 인천공장,37.41772633,126.7041167,인천 남동구,(주)대한솔루션 인천
1160,2013070831-10,2,0.066,405817,6064917,인천 남동구 고잔동,626-3번지 남동공단 58B-4L,37.40764202,126.6908572,인천 남동구,(주)비에스이
1160,2013073990-120,1,0.004,22013,8856530,인천광역시 연수구 벤처로 105,정문경비실 앞,37.37550161,126.6439623,인천 연수구,경신 송도공장
1160,2013073990-20,1,0.004,22013,8856530,인천광역시 연수구 벤처로 105,정문경비실 앞,37.37550161,126.6439623,인천 연수구,경신 송도공장
1160,2013073990-90,1,0.001,22013,8856530,인천광역시 연수구 벤처로 105,정문경비실 앞,37.37550161,126.6439623,인천 연수구,경신 송도공장
1160,2013065698-30,1,0.014,22013,9193835,인천광역시 연수구 벤처로 105,후문 출하장,37.37550161,126.6439623,인천 연수구,경신 송도공장
1160,2013065698-10,1,0.014,22013,9193835,인천광역시 연수구 벤처로 105,후문 출하장,37.37550161,126.6439623,인천 연수구,경신 송도공장
1160,2013039046-20,6,0.384,22013,8830456,인천광역시 연수구 벤처로 105,정문경비실 앞,37.37550161,126.6439623,인천 연수구,경신 송도공장
1160,2013005427-20,1,0.176,22013,8856510,인천광역시 연수구 벤처로 105,정문경비실 앞,37.37550161,126.6439623,인천 연수구,경신 송도공장
1160,2013005427-30,1,0.176,22013,8856510,인천광역시 연수구 벤처로 105,정문경비실 앞,37.37550161,126.6439623,인천 연수구,경신 송도공장
1160,2012976739-10,1,0.033,22011,6858563,인천광역시 연수구 하모니로 224,만도헬라 송도공장 공장동_일반,37.37920254,126.6390544,인천 연수구,만도헬라일렉트로닉스 주식회사
1160,2013058813-10,1,0.064,22011,7970602,인천광역시 연수구 벤처로12번길 14,일진반도체(1층),37.38153814,126.6360178,인천 연수구,경신 송도공장
1160,2013058813-30,1,0.064,22011,7970602,인천광역시 연수구 벤처로12번길 14,일진반도체(1층),37.38153814,126.6360178,인천 연수구,경신 송도공장
1160,2013057328-20,2,0.222,22011,7514210,인천광역시 연수구 벤처로12번길 14,일진반도체,37.38153814,126.6360178,인천 연수구,경신 송도공장
1160,2009422908-10,1,0.001,21999,6180350,인천광역시 연수구 갯벌로 98,경비실 앞,37.388183,126.6490512,인천 연수구,경신 본사/연구소
1160,2013035515-30,1,0.014,21999,8859839,인천광역시 연수구 갯벌로 98,경비실 앞,37.388183,126.6490512,인천 연수구,경신 본사/연구소
1160,2013035515-20,1,0.004,21999,8859839,인천광역시 연수구 갯벌로 98,경비실 앞,37.388183,126.6490512,인천 연수구,경신 본사/연구소
1160,2013038551-10,1,0.001,21692,8396432,인천광역시 남동구 고잔동 722-4 (151블럭 4로트),한국아이티더블유 사출실(인천),37.39156501,126.6985865,인천 남동구,한국아이티더블유 유한책임회사_인천
1160,2013055011-30,1,0.064,21692,7535107,인천광역시 남동구 고잔동 722-4 (151블럭 4로트),한국아이티더블유 Component팀,37.39156501,126.6985865,인천 남동구,한국아이티더블유 유한책임회사_인천
1160,2012473376-10,1,0.001,14623,7942116,경기도 부천시 원미구 부일로 223,투나 7층 GS텔레서비스 인사총무팀,37.4888739,126.7552879,경기 부천시,지에스텔레서비스
1160,2013042159-130,1,0.014,14662,8541573,경기도 부천시 지봉로 43,다솔관 342호 교수학습지원팀,37.48753137,126.7986015,경기 부천시,가톨릭대학교(성심교정)
1160,2013042159-60,0.5,0.007,14662,8541573,경기도 부천시 지봉로 43,다솔관 342호 교수학습지원팀,37.48753137,126.7986015,경기 부천시,가톨릭대학교(성심교정)
1160,2013042159-120,0.8,0.026,14662,8541573,경기도 부천시 지봉로 43,다솔관 342호 교수학습지원팀,37.48753137,126.7986015,경기 부천시,가톨릭대학교(성심교정)
1160,2013042159-40,0.5,0.007,14662,8541573,경기도 부천시 지봉로 43,다솔관 342호 교수학습지원팀,37.48753137,126.7986015,경기 부천시,가톨릭대학교(성심교정)
1160,2013042159-90,0.8,0.026,14662,8541573,경기도 부천시 지봉로 43,다솔관 342호 교수학습지원팀,37.48753137,126.7986015,경기 부천시,가톨릭대학교(성심교정)
1160,2013042159-100,0.8,0.026,14662,8541573,경기도 부천시 지봉로 43,다솔관 342호 교수학습지원팀,37.48753137,126.7986015,경기 부천시,가톨릭대학교(성심교정)
1160,2013042159-50,0.8,0.026,14662,8541573,경기도 부천시 지봉로 43,다솔관 342호 교수학습지원팀,37.48753137,126.7986015,경기 부천시,가톨릭대학교(성심교정)
1160,2013042159-110,0.8,0.026,14662,8541573,경기도 부천시 지봉로 43,다솔관 342호 교수학습지원팀,37.48753137,126.7986015,경기 부천시,가톨릭대학교(성심교정)
1160,2013058689-40,1,0.004,14662,8885514,경기도 부천시 지봉로 43,미카엘관 207호,37.48753137,126.7986015,경기 부천시,가톨릭대학교(성심교정)
1160,2013058689-10,1,0.001,14662,8885514,경기도 부천시 지봉로 43,미카엘관 207호,37.48753137,126.7986015,경기 부천시,가톨릭대학교(성심교정)
1160,2013058689-60,11,0.363,14662,8885514,경기도 부천시 지봉로 43,미카엘관 207호,37.48753137,126.7986015,경기 부천시,가톨릭대학교(성심교정)
1160,2013038636-20,1,0.064,14662,8514070,경기도 부천시 지봉로 43,가톨릭대학교 다솔관 610호,37.48753137,126.7986015,경기 부천시,가톨릭대학교(성심교정)
1160,2013073465-80,1,0.033,14487,8722347,경기도 부천시 평천로850번길 157,한국콜마(경인),37.50846465,126.7866726,경기 부천시,한국콜마_화장품
1160,2013073465-20,1,0.004,14487,8722347,경기도 부천시 평천로850번길 157,한국콜마(경인),37.50846465,126.7866726,경기 부천시,한국콜마_화장품
1160,2013073465-110,1,0.004,14487,8722347,경기도 부천시 평천로850번길 157,한국콜마(경인),37.50846465,126.7866726,경기 부천시,한국콜마_화장품
1160,2013009877-210,10,0.33,14487,8617182,경기도 부천시 평천로850번길 157,(주)정성시스템즈,37.50846465,126.7866726,경기 부천시,한국콜마_화장품
1160,2013009877-120,3,0.192,14487,8617182,경기도 부천시 평천로850번길 157,(주)정성시스템즈,37.50846465,126.7866726,경기 부천시,한국콜마_화장품
1160,2013069659-100,1,0.014,22744,7793576,인천광역시 서구 경명대로 322,엘지전자 인천캠퍼스,37.55368665,126.6426537,인천 서구,MRO_LGE_인천캠퍼스
1160,2013069659-10,1,0.001,22744,7793576,인천광역시 서구 경명대로 322,엘지전자 인천캠퍼스,37.55368665,126.6426537,인천 서구,MRO_LGE_인천캠퍼스
1160,2013076226-10,1,0.014,22744,7793576,인천광역시 서구 경명대로 322,엘지전자 인천캠퍼스,37.55368665,126.6426537,인천 서구,MRO_LGE_인천캠퍼스
1160,2013005004-40,0.5,0.017,22744,7151544,인천광역시 서구 경명대로 322,LG전자 인천캠퍼스 하누리 우정임 앞,37.55368665,126.6426537,인천 서구,주식회사 하누리
1160,2013005004-30,0.5,0.017,22744,7151544,인천광역시 서구 경명대로 322,LG전자 인천캠퍼스 하누리 우정임 앞,37.55368665,126.6426537,인천 서구,주식회사 하누리
1160,2013033280-10,1,0.004,22744,6870947,인천광역시 서구 경명대로 322,엘지전자 인천캠퍼스,37.55368665,126.6426537,인천 서구,MRO_LGE_인천캠퍼스
1160,2013064409-10,1,0.004,22744,9193273,"인천광역시 서구 경명대로 322 (경서동, 엘지전자인천캠퍼스)",엘지마그나  생산동 3F,37.55368665,126.6426537,인천 서구,
1160,2013055808-10,1,0.064,22744,9193273,"인천광역시 서구 경명대로 322 (경서동, 엘지전자인천캠퍼스)",엘지마그나  생산동 3F,37.55368665,126.6426537,인천 서구,
1160,2013059537-10,1,0.004,22744,9191025,"인천광역시 서구 경명대로 322 (경서동, 엘지전자인천캠퍼스)","인천광역시 서구 경명대로 322 (경서동, 엘지전자인천캠퍼스)",37.55368665,126.6426537,인천 서구,
